Camera.ID,Date,Species,Number,Week,Survey
Research_CL_1_Cam_1,12/5/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/5/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_2,12/5/2022,Gray Fox,1,50,6
Research_CL_1_Cam_2,12/5/2022,Armadillo,1,50,6
Research_CL_1_Cam_5,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/5/2022,Bird,1,50,6
Research_CL_1_Cam_5,12/5/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/5/2022,Striped Skunk,2,50,6
Research_CL_1_Cam_5,12/5/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/5/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/5/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_8,12/5/2022,White-tailed Deer,1,50,6
Sandhills2_CL_1_Cam_4,12/5/2022,Raccoon,1,50,6
Sandhills2_CL_1_Cam_4,12/5/2022,Gray Squirrel,1,50,6
Saratoga2_CL_1_Cam_1,12/5/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_1,12/5/2022,Raccoon,2,50,6
Saratoga2_CL_1_Cam_1,12/5/2022,White-tailed Deer,1,50,6
Saratoga2_CL_1_Cam_2,12/5/2022,White-tailed Deer,1,50,6
Saratoga2_CL_1_Cam_5,12/5/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_5,12/5/2022,Gray Squirrel,1,50,6
Saratoga2_CL_1_Cam_6,12/5/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_1,12/5/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_3,12/5/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_3,12/5/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_4,12/5/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/5/2022,White-tailed Deer,1,50,6
194A,12/6/2022,White-tailed Deer,1,50,6
194A,12/6/2022,White-tailed Deer,1,50,6
199A,12/6/2022,White-tailed Deer,1,50,6
206A,12/6/2022,White-tailed Deer,1,50,6
209A,12/6/2022,White-tailed Deer,1,50,6
210A,12/6/2022,Coyote,1,50,6
219A,12/6/2022,Bobcat,1,50,6
27A,12/6/2022,White-tailed Deer,1,50,6
64A,12/6/2022,Gray Squirrel,1,50,6
71A,12/6/2022,Coyote,1,50,6
85A,12/6/2022,Raccoon,1,50,6
88A,12/6/2022,Gray Squirrel,1,50,6
8A,12/6/2022,Gray Squirrel,1,50,6
92A,12/6/2022,Gray Squirrel,1,50,6
92A,12/6/2022,Coyote,1,50,6
92A,12/6/2022,White-tailed Deer,1,50,6
30B,12/6/2022,Gray Squirrel,1,50,6
34D,12/6/2022,Gray Squirrel,1,50,6
36B,12/6/2022,White-tailed Deer,1,50,6
45B,12/6/2022,Bird,1,50,6
49B,12/6/2022,Armadillo,1,50,6
82B,12/6/2022,Gray Squirrel,1,50,6
82B,12/6/2022,Gray Squirrel,1,50,6
82B,12/6/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_10,12/6/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_12,12/6/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_13,12/6/2022,Bird,1,50,6
Grandview2_CL_1_Cam_14,12/6/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_1,12/6/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_2,12/6/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_2,12/6/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_3,12/6/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_4,12/6/2022,Bird,1,50,6
Grandview2_CL_1_Cam_7,12/6/2022,Unknown,1,50,6
Grandview2_CL_1_Cam_7,12/6/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_7,12/6/2022,Bird,1,50,6
Grandview2_CL_1_Cam_7,12/6/2022,Bird,1,50,6
Grandview2_CL_1_Cam_8,12/6/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/6/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/6/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_8,12/6/2022,Rat,1,50,6
Grandview2_CL_1_Cam_9,12/6/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/6/2022,Armadillo,1,50,6
Nacatoch2_CL_1_Cam_3,12/6/2022,Cottontail,1,50,6
Palmetto_CL_1_Cam_5,12/6/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_5,12/6/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/6/2022,Opossum,1,50,6
Research_CL_1_Cam_1,12/6/2022,Raccoon,1,50,6
Research_CL_1_Cam_1,12/6/2022,Raccoon,1,50,6
Research_CL_1_Cam_1,12/6/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/6/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/6/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_1,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_1,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_1,12/6/2022,Raccoon,1,50,6
Research_CL_1_Cam_1,12/6/2022,Raccoon,1,50,6
Research_CL_1_Cam_2,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/6/2022,Armadillo,1,50,6
Research_CL_1_Cam_7,12/6/2022,Unknown,1,50,6
Research_CL_1_Cam_7,12/6/2022,Cottontail,1,50,6
Research_CL_1_Cam_7,12/6/2022,Raccoon,1,50,6
Research_CL_1_Cam_8,12/6/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_8,12/6/2022,White-tailed Deer,3,50,6
Research_CL_1_Cam_8,12/6/2022,White-tailed Deer,3,50,6
Research_CL_1_Cam_8,12/6/2022,White-tailed Deer,1,50,6
Saratoga2_CL_1_Cam_1,12/6/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_2,12/6/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_4,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_6,12/6/2022,White-tailed Deer,1,50,6
15A,12/7/2022,White-tailed Deer,1,50,6
18A,12/7/2022,Raccoon,1,50,6
202A,12/7/2022,White-tailed Deer,1,50,6
204A,12/7/2022,Gray Squirrel,1,50,6
39A,12/7/2022,Gray Squirrel,1,50,6
85A,12/7/2022,Gray Squirrel,1,50,6
8A,12/7/2022,White-tailed Deer,1,50,6
8A,12/7/2022,White-tailed Deer,1,50,6
34D,12/7/2022,Cottontail,1,50,6
36B,12/7/2022,White-tailed Deer,1,50,6
49B,12/7/2022,Coyote,1,50,6
49B,12/7/2022,Armadillo,1,50,6
49B,12/7/2022,Armadillo,1,50,6
49B,12/7/2022,Armadillo,1,50,6
82B,12/7/2022,White-tailed Deer,1,50,6
82B,12/7/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_13,12/7/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_13,12/7/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_15,12/7/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_2,12/7/2022,Coyote,1,50,6
Grandview2_CL_1_Cam_7,12/7/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_7,12/7/2022,Coyote,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Rat,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Rat,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Bird,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Rat,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Rat,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/7/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_9,12/7/2022,Dog,2,50,6
Grandview2_CL_1_Cam_9,12/7/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/7/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/7/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/7/2022,Dog,1,50,6
Nacatoch2_CL_1_Cam_2,12/7/2022,Coyote,1,50,6
Nacatoch2_CL_1_Cam_2,12/7/2022,White-tailed Deer,1,50,6
Nacatoch2_CL_1_Cam_3,12/7/2022,Gray Squirrel,1,50,6
Palmetto_CL_1_Cam_3,12/7/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_3,12/7/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/7/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/7/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/7/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/7/2022,Armadillo,1,50,6
Research_CL_1_Cam_1,12/7/2022,Gray Squirrel,1,50,6
Research_CL_1_Cam_1,12/7/2022,Gray Squirrel,1,50,6
Research_CL_1_Cam_1,12/7/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/7/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/7/2022,Raccoon,1,50,6
Research_CL_1_Cam_2,12/7/2022,Armadillo,1,50,6
Research_CL_1_Cam_5,12/7/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/7/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/7/2022,Cottontail,1,50,6
Research_CL_1_Cam_7,12/7/2022,White-tailed Deer,1,50,6
Sandhills2_CL_1_Cam_2,12/7/2022,White-tailed Deer,1,50,6
Sandhills2_CL_1_Cam_5,12/7/2022,Gray Squirrel,1,50,6
Saratoga2_CL_1_Cam_1,12/7/2022,White-tailed Deer,1,50,6
Saratoga2_CL_1_Cam_5,12/7/2022,Gray Squirrel,1,50,6
Saratoga2_CL_1_Cam_5,12/7/2022,Gray Squirrel,1,50,6
Saratoga2_CL_1_Cam_6,12/7/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_2,12/7/2022,Gray Squirrel,1,50,6
Stone2_CL_1_Cam_2,12/7/2022,Gray Squirrel,1,50,6
Stone2_CL_1_Cam_2,12/7/2022,Gray Squirrel,1,50,6
Stone2_CL_1_Cam_3,12/7/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_5,12/7/2022,White-tailed Deer,1,50,6
Stone2_CL_1_Cam_5,12/7/2022,White-tailed Deer,1,50,6
15A,12/8/2022,White-tailed Deer,1,50,6
202A,12/8/2022,White-tailed Deer,1,50,6
202A,12/8/2022,White-tailed Deer,1,50,6
202A,12/8/2022,White-tailed Deer,1,50,6
205A,12/8/2022,White-tailed Deer,1,50,6
39A,12/8/2022,White-tailed Deer,1,50,6
53A,12/8/2022,Gray Squirrel,1,50,6
85A,12/8/2022,White-tailed Deer,1,50,6
85A,12/8/2022,White-tailed Deer,1,50,6
8A,12/8/2022,White-tailed Deer,1,50,6
8A,12/8/2022,White-tailed Deer,1,50,6
8A,12/8/2022,White-tailed Deer,1,50,6
8A,12/8/2022,White-tailed Deer,1,50,6
90A,12/8/2022,White-tailed Deer,1,50,6
34D,12/8/2022,Cottontail,1,50,6
36B,12/8/2022,Bird,1,50,6
36B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,Gray Squirrel,1,50,6
45B,12/8/2022,Bird,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
45B,12/8/2022,White-tailed Deer,1,50,6
82B,12/8/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_10,12/8/2022,Bobcat,1,50,6
Grandview2_CL_1_Cam_10,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_13,12/8/2022,Bird,1,50,6
Grandview2_CL_1_Cam_13,12/8/2022,Bird,1,50,6
Grandview2_CL_1_Cam_14,12/8/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_14,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_15,12/8/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/8/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_1,12/8/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_1,12/8/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_1,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_3,12/8/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_4,12/8/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_7,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_7,12/8/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_8,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/8/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_8,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/8/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_9,12/8/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/8/2022,Dog,1,50,6
Grandview2_CL_1_Cam_9,12/8/2022,Armadillo,1,50,6
Nacatoch2_CL_1_Cam_2,12/8/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/8/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/8/2022,Gray Squirrel,1,50,6
Palmetto_CL_1_Cam_6,12/8/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/8/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/8/2022,Raccoon,1,50,6
Research_CL_1_Cam_1,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_1,12/8/2022,Cottontail,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/8/2022,Raccoon,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/8/2022,Armadillo,1,50,6
Research_CL_1_Cam_5,12/8/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/8/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/8/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/8/2022,Cottontail,1,50,6
Research_CL_1_Cam_7,12/8/2022,Bird,1,50,6
Research_CL_1_Cam_8,12/8/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_8,12/8/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_8,12/8/2022,White-tailed Deer,1,50,6
Saratoga2_CL_1_Cam_2,12/8/2022,Raccoon,1,50,6
206A,12/9/2022,Gray Squirrel,1,50,6
209A,12/9/2022,Grey Fox,1,50,6
209A,12/9/2022,Grey Fox,1,50,6
209A,12/9/2022,Grey Fox,1,50,6
27A,12/9/2022,White-tailed Deer,1,50,6
27A,12/9/2022,Gray Squirrel,1,50,6
39A,12/9/2022,Grey Fox,1,50,6
55A,12/9/2022,Mouse,1,50,6
55A,12/9/2022,Mouse,1,50,6
55A,12/9/2022,Gray Squirrel,1,50,6
64A,12/9/2022,White-tailed Deer,1,50,6
64A,12/9/2022,Gray Squirrel,1,50,6
85A,12/9/2022,Gray Squirrel,1,50,6
85A,12/9/2022,Gray Squirrel,1,50,6
92A,12/9/2022,White-tailed Deer,1,50,6
30B,12/9/2022,Coyote,1,50,6
30B,12/9/2022,Gray Squirrel,1,50,6
34D,12/9/2022,White-tailed Deer,1,50,6
34D,12/9/2022,Gray Squirrel,1,50,6
36B,12/9/2022,White-tailed Deer,1,50,6
45B,12/9/2022,White-tailed Deer,1,50,6
45B,12/9/2022,Bird,1,50,6
49B,12/9/2022,Gray Squirrel,1,50,6
49B,12/9/2022,Gray Squirrel,1,50,6
49B,12/9/2022,Gray Squirrel,1,50,6
49B,12/9/2022,White-tailed Deer,1,50,6
67B,12/9/2022,White-tailed Deer,1,50,6
67B,12/9/2022,White-tailed Deer,1,50,6
73B,12/9/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_10,12/9/2022,Bird,2,50,6
Grandview2_CL_1_Cam_12,12/9/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_13,12/9/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_13,12/9/2022,Bird,1,50,6
Grandview2_CL_1_Cam_13,12/9/2022,Bird,1,50,6
Grandview2_CL_1_Cam_14,12/9/2022,White-tailed Deer,1,50,6
Grandview2_CL_1_Cam_15,12/9/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/9/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/9/2022,Bird,1,50,6
Grandview2_CL_1_Cam_15,12/9/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/9/2022,Mouse,1,50,6
Grandview2_CL_1_Cam_1,12/9/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_1,12/9/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_1,12/9/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_3,12/9/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_3,12/9/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_7,12/9/2022,Bird,1,50,6
Grandview2_CL_1_Cam_7,12/9/2022,Raccoon,2,50,6
Grandview2_CL_1_Cam_8,12/9/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_8,12/9/2022,Rat,1,50,6
Grandview2_CL_1_Cam_9,12/9/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_9,12/9/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_9,12/9/2022,Bird,1,50,6
Grandview2_CL_1_Cam_9,12/9/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_9,12/9/2022,Mouse,1,50,6
Nacatoch2_CL_1_Cam_3,12/9/2022,Opossum,1,50,6
Nacatoch2_CL_1_Cam_3,12/9/2022,Cottontail,1,50,6
Palmetto_CL_1_Cam_3,12/9/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_3,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/9/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_2,12/9/2022,Opossum,1,50,6
Research_CL_1_Cam_2,12/9/2022,Raccoon,1,50,6
Research_CL_1_Cam_2,12/9/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/9/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/9/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/9/2022,Armadillo,1,50,6
Research_CL_1_Cam_5,12/9/2022,Bird,1,50,6
Research_CL_1_Cam_5,12/9/2022,Bird,1,50,6
Sandhills2_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Sandhills2_CL_1_Cam_1,12/9/2022,White-tailed Deer,1,50,6
Sandhills2_CL_1_Cam_1,12/9/2022,Flying Squirrel,1,50,6
Sandhills2_CL_1_Cam_4,12/9/2022,Opossum,1,50,6
Saratoga2_CL_1_Cam_3,12/9/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_3,12/9/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_5,12/9/2022,Raccoon,1,50,6
Saratoga2_CL_1_Cam_5,12/9/2022,Armadillo,1,50,6
Stone2_CL_1_Cam_4,12/9/2022,White-tailed Deer,1,50,6
18A,12/10/2022,Gray Squirrel,1,50,6
205A,12/10/2022,White-tailed Deer,1,50,6
209A,12/10/2022,Gray Squirrel,1,50,6
214A,12/10/2022,Raccoon,1,50,6
55A,12/10/2022,White-tailed Deer,1,50,6
64A,12/10/2022,White-tailed Deer,1,50,6
71A,12/10/2022,Gray Squirrel,1,50,6
85A,12/10/2022,Armadillo,1,50,6
8A,12/10/2022,White-tailed Deer,1,50,6
8A,12/10/2022,White-tailed Deer,1,50,6
8A,12/10/2022,White-tailed Deer,1,50,6
92A,12/10/2022,White-tailed Deer,1,50,6
92A,12/10/2022,White-tailed Deer,1,50,6
82B,12/10/2022,Gray Squirrel,1,50,6
82B,12/10/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_10,12/10/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_10,12/10/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_10,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_11,12/10/2022,Unknown,1,50,6
Grandview2_CL_1_Cam_13,12/10/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_14,12/10/2022,White-tailed Deer,3,50,6
Grandview2_CL_1_Cam_15,12/10/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_15,12/10/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/10/2022,Gray Squirrel,1,50,6
Grandview2_CL_1_Cam_15,12/10/2022,Cottontail,1,50,6
Grandview2_CL_1_Cam_1,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_2,12/10/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_3,12/10/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_3,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_4,12/10/2022,Bobcat,1,50,6
Grandview2_CL_1_Cam_4,12/10/2022,Bobcat,1,50,6
Grandview2_CL_1_Cam_7,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_7,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Opossum,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Raccoon,1,50,6
Grandview2_CL_1_Cam_8,12/10/2022,Armadillo,1,50,6
Grandview2_CL_1_Cam_9,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_9,12/10/2022,Bird,1,50,6
Grandview2_CL_1_Cam_9,12/10/2022,Fox Squirrel,1,50,6
Grandview2_CL_1_Cam_9,12/10/2022,Bobcat,1,50,6
Nacatoch2_CL_1_Cam_2,12/10/2022,Gray Squirrel,1,50,6
Nacatoch2_CL_1_Cam_2,12/10/2022,Fox Squirrel,1,50,6
Nacatoch2_CL_1_Cam_2,12/10/2022,Fox Squirrel,1,50,6
Nacatoch2_CL_1_Cam_2,12/10/2022,Fox Squirrel,1,50,6
Nacatoch2_CL_1_Cam_3,12/10/2022,Raccoon,1,50,6
Nacatoch2_CL_1_Cam_3,12/10/2022,Gray Squirrel,1,50,6
Nacatoch2_CL_1_Cam_3,12/10/2022,White-tailed Deer,1,50,6
Nacatoch2_CL_1_Cam_4,12/10/2022,White-tailed Deer,1,50,6
Nacatoch2_CL_1_Cam_4,12/10/2022,White-tailed Deer,1,50,6
Nacatoch2_CL_1_Cam_5,12/10/2022,White-tailed Deer,2,50,6
Palmetto_CL_1_Cam_2,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_2,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_3,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_5,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_5,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_5,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_5,12/10/2022,White-tailed Deer,1,50,6
Palmetto_CL_1_Cam_6,12/10/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/10/2022,Raccoon,1,50,6
Research_CL_1_Cam_1,12/10/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/10/2022,Cottontail,1,50,6
Research_CL_1_Cam_1,12/10/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/10/2022,White-tailed Deer,1,50,6
Research_CL_1_Cam_1,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/10/2022,Gray Fox,1,50,6
Research_CL_1_Cam_2,12/10/2022,Opossum,1,50,6
Research_CL_1_Cam_2,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_2,12/10/2022,Armadillo,1,50,6
Research_CL_1_Cam_5,12/10/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/10/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_5,12/10/2022,Opossum,1,50,6
Research_CL_1_Cam_5,12/10/2022,Cottontail,1,50,6
Research_CL_1_Cam_5,12/10/2022,Bird,1,50,6
Research_CL_1_Cam_5,12/10/2022,Striped Skunk,1,50,6
Research_CL_1_Cam_7,12/10/2022,Opossum,1,50,6
Research_CL_1_Cam_7,12/10/2022,Raccoon,1,50,6
Research_CL_1_Cam_7,12/10/2022,Raccoon,2,50,6
Research_CL_1_Cam_7,12/10/2022,Opossum,1,50,6
Research_CL_1_Cam_8,12/10/2022,Coyote,1,50,6
Saratoga2_CL_1_Cam_1,12/10/2022,Gray Squirrel,1,50,6
